FechaRegistro,Distrito,TipoEmergencia,TiempoRespuesta_Min,UnidadEmergencia,CostoOperativo_PEN,NivelSeveridad,PrioridadDespacho
2026-06-12,Comas,Incendio,15,Ambulancia,4619,ALTO,1
2026-04-22,Comas,Incendio,56,Ambulancia,1395,ALTO,1
2026-02-21,Independencia,Rescate,24,Patrullero,2171,ALTO,3
2026-06-01,Comas,Rescate,31,Patrullero,1729,ALTO,3
2026-02-09,Los Olivos,Emergencia Médica,6,Ambulancia,923,BAJO,3
2026-02-20,Comas,Rescate,15,Patrullero,3274,BAJO,3
2026-04-30,Independencia,Rescate,55,Patrullero,2344,BAJO,2
2026-01-25,Puente Piedra,Accidente de Tránsito,37,Bomberos,3002,ALTO,1
2026-02-05,Independencia,Accidente de Tránsito,46,Ambulancia,1007,ALTO,1
2026-05-02,Puente Piedra,Rescate,7,Patrullero,1905,MEDIO,3
2026-03-17,Independencia,Rescate,42,Patrullero,3582,BAJO,3
2026-02-11,Independencia,Rescate,22,SAMU,4313,ALTO,2
2026-05-14,Carabayllo,Incendio,24,SAMU,2656,ALTO,1
2026-04-14,Puente Piedra,Accidente de Tránsito,40,Patrullero,3975,CRÍTICO,1
2026-01-19,Comas,Incendio,46,Ambulancia,4985,ALTO,1
2026-06-09,Los Olivos,Rescate,51,Bomberos,1279,BAJO,2
2026-04-17,Los Olivos,Incendio,39,Bomberos,4620,ALTO,1
2026-05-30,Independencia,Rescate,25,Patrullero,1934,BAJO,3
2026-02-14,Carabayllo,Rescate,56,Bomberos,4064,BAJO,2
2026-05-08,Independencia,Accidente de Tránsito,14,Patrullero,1084,ALTO,1
2026-05-24,Independencia,Incendio,45,Bomberos,1209,CRÍTICO,1
2026-05-28,Comas,Emergencia Médica,40,Patrullero,1052,BAJO,2
2026-03-03,Independencia,Emergencia Médica,21,SAMU,3689,ALTO,3
2026-02-22,Los Olivos,Incendio,7,Ambulancia,3910,CRÍTICO,1
2026-04-07,Los Olivos,Rescate,18,Patrullero,2066,MEDIO,2
2026-06-15,Puente Piedra,Incendio,17,Patrullero,2250,ALTO,1
2026-05-27,Independencia,Rescate,56,Ambulancia,3168,ALTO,3
2026-06-16,Los Olivos,Rescate,10,Patrullero,3568,MEDIO,2
2026-06-26,Carabayllo,Accidente de Tránsito,29,Patrullero,4257,CRÍTICO,1
2026-03-04,Comas,Accidente de Tránsito,48,Patrullero,2621,CRÍTICO,1
2026-01-04,Comas,Incendio,59,Ambulancia,3081,ALTO,1
2026-02-04,Comas,Incendio,12,SAMU,2706,CRÍTICO,1
2026-05-12,Comas,Rescate,57,Bomberos,4227,BAJO,2
2026-02-16,Independencia,Incendio,39,Bomberos,567,CRÍTICO,1
2026-02-12,Carabayllo,Rescate,42,Ambulancia,2966,ALTO,2
2026-05-03,Comas,Accidente de Tránsito,41,Patrullero,2116,CRÍTICO,1
2026-03-13,Los Olivos,Emergencia Médica,58,Ambulancia,4562,ALTO,3
2026-02-11,Puente Piedra,Emergencia Médica,47,Ambulancia,1440,ALTO,2
2026-01-07,Carabayllo,Rescate,53,Ambulancia,1279,MEDIO,3
2026-01-29,Los Olivos,Accidente de Tránsito,28,SAMU,2408,CRÍTICO,1
2026-05-09,Comas,Accidente de Tránsito,23,Bomberos,922,CRÍTICO,1
2026-04-30,Independencia,Rescate,50,Patrullero,4048,MEDIO,2
2026-05-27,Independencia,Incendio,49,SAMU,3724,ALTO,1
2026-01-13,Los Olivos,Accidente de Tránsito,46,Bomberos,1294,CRÍTICO,1
2026-01-25,Carabayllo,Incendio,37,Bomberos,4267,CRÍTICO,1
2026-04-16,Comas,Rescate,58,Patrullero,3073,MEDIO,3
2026-04-06,Carabayllo,Rescate,9,Bomberos,404,MEDIO,3
2026-01-12,Independencia,Accidente de Tránsito,51,SAMU,469,ALTO,1
2026-01-12,Los Olivos,Incendio,43,Ambulancia,2722,CRÍTICO,1
2026-01-28,Carabayllo,Rescate,5,Bomberos,3340,ALTO,3
2026-05-30,Comas,Emergencia Médica,13,SAMU,3791,MEDIO,3
2026-06-23,Carabayllo,Emergencia Médica,32,Patrullero,373,ALTO,3
2026-02-08,Independencia,Emergencia Médica,58,Ambulancia,339,ALTO,3
2026-03-01,Comas,Accidente de Tránsito,59,Bomberos,2624,ALTO,1
2026-04-23,Los Olivos,Incendio,40,Patrullero,3733,CRÍTICO,1
2026-03-01,Independencia,Incendio,56,Bomberos,1733,CRÍTICO,1
2026-06-23,Carabayllo,Rescate,36,Bomberos,3198,MEDIO,2
2026-06-24,Puente Piedra,Rescate,40,Patrullero,1241,BAJO,3
2026-02-13,Independencia,Emergencia Médica,17,Patrullero,1246,ALTO,3
2026-04-23,Independencia,Emergencia Médica,9,Ambulancia,4970,ALTO,3
2026-03-20,Comas,Accidente de Tránsito,54,Ambulancia,2624,CRÍTICO,1
2026-05-03,Independencia,Incendio,48,SAMU,4535,ALTO,1
2026-04-13,Carabayllo,Incendio,40,Bomberos,3861,CRÍTICO,1
2026-01-25,Carabayllo,Accidente de Tránsito,28,Patrullero,473,ALTO,1
2026-02-26,Los Olivos,Rescate,59,Bomberos,3944,ALTO,3
2026-01-27,Carabayllo,Emergencia Médica,11,Patrullero,1936,MEDIO,2
2026-04-20,Carabayllo,Accidente de Tránsito,55,Patrullero,1694,CRÍTICO,1
2026-05-29,Los Olivos,Incendio,57,SAMU,603,ALTO,1
2026-01-12,Independencia,Accidente de Tránsito,59,Ambulancia,4387,CRÍTICO,1
2026-03-04,Los Olivos,Rescate,20,Ambulancia,430,BAJO,3
2026-06-09,Comas,Rescate,9,Patrullero,713,BAJO,3
2026-01-06,Comas,Accidente de Tránsito,31,Patrullero,2128,CRÍTICO,1
2026-06-29,Comas,Emergencia Médica,47,Patrullero,2572,BAJO,3
2026-03-11,Independencia,Emergencia Médica,38,Bomberos,2609,ALTO,3
2026-03-12,Los Olivos,Rescate,28,Patrullero,4985,ALTO,3
2026-04-12,Carabayllo,Accidente de Tránsito,26,Ambulancia,2373,ALTO,1
2026-03-23,Comas,Incendio,34,SAMU,3094,ALTO,1
2026-04-06,Puente Piedra,Incendio,40,Ambulancia,2122,CRÍTICO,1
2026-01-31,Los Olivos,Incendio,38,Patrullero,1274,ALTO,1
2026-04-11,Carabayllo,Incendio,13,SAMU,1793,CRÍTICO,1
2026-03-31,Carabayllo,Incendio,47,Bomberos,1218,CRÍTICO,1
2026-01-27,Independencia,Accidente de Tránsito,42,SAMU,4965,ALTO,1
2026-02-14,Los Olivos,Accidente de Tránsito,46,Patrullero,475,ALTO,1
2026-06-04,Carabayllo,Incendio,56,SAMU,1545,ALTO,1
2026-01-08,Puente Piedra,Emergencia Médica,44,Bomberos,2723,MEDIO,3
2026-03-15,Carabayllo,Accidente de Tránsito,35,Patrullero,2900,ALTO,1
2026-03-02,Independencia,Rescate,58,SAMU,2033,MEDIO,2
2026-06-29,Comas,Emergencia Médica,15,SAMU,1646,MEDIO,3
2026-05-27,Los Olivos,Emergencia Médica,17,Ambulancia,1474,ALTO,2
2026-06-29,Carabayllo,Emergencia Médica,17,Ambulancia,1871,MEDIO,2
2026-01-13,Independencia,Incendio,25,Ambulancia,4110,ALTO,1
2026-04-06,Independencia,Rescate,47,SAMU,1757,BAJO,2
2026-05-28,Carabayllo,Incendio,42,Ambulancia,1832,ALTO,1
2026-02-21,Puente Piedra,Incendio,51,Patrullero,1948,CRÍTICO,1
2026-03-28,Puente Piedra,Incendio,13,SAMU,2989,ALTO,1
2026-01-22,Independencia,Incendio,45,SAMU,342,CRÍTICO,1
2026-01-09,Independencia,Emergencia Médica,19,Patrullero,3267,ALTO,2
2026-03-31,Independencia,Emergencia Médica,26,Patrullero,657,MEDIO,3
2026-04-15,Comas,Incendio,46,Ambulancia,3792,ALTO,1
2026-06-20,Los Olivos,Incendio,56,Patrullero,1509,CRÍTICO,1
2026-03-11,Puente Piedra,Rescate,10,SAMU,2177,MEDIO,2
2026-02-22,Los Olivos,Rescate,40,SAMU,1396,BAJO,2
2026-03-10,Puente Piedra,Rescate,10,SAMU,1965,BAJO,2
2026-01-11,Carabayllo,Rescate,55,Ambulancia,865,MEDIO,3
2026-03-18,Puente Piedra,Rescate,39,Patrullero,1166,ALTO,2
2026-04-26,Independencia,Rescate,24,SAMU,3639,ALTO,3
2026-02-20,Carabayllo,Incendio,11,SAMU,2904,CRÍTICO,1
2026-04-02,Carabayllo,Rescate,23,Patrullero,1745,BAJO,3
2026-06-08,Comas,Rescate,23,SAMU,1704,BAJO,2
2026-07-01,Puente Piedra,Rescate,57,Bomberos,1214,ALTO,2
2026-03-06,Puente Piedra,Incendio,41,SAMU,1399,ALTO,1
2026-07-03,Los Olivos,Accidente de Tránsito,17,SAMU,782,CRÍTICO,1
2026-03-19,Puente Piedra,Emergencia Médica,49,Patrullero,3668,ALTO,2
2026-05-30,Carabayllo,Rescate,47,SAMU,3437,MEDIO,2
2026-02-28,Independencia,Incendio,31,Patrullero,3180,ALTO,1
2026-02-01,Puente Piedra,Emergencia Médica,13,SAMU,2545,ALTO,2
2026-03-26,Comas,Accidente de Tránsito,13,Bomberos,2005,ALTO,1
2026-02-08,Independencia,Emergencia Médica,33,SAMU,1582,MEDIO,2
2026-03-12,Los Olivos,Rescate,23,Ambulancia,2233,BAJO,2
2026-03-28,Comas,Rescate,57,Ambulancia,3861,MEDIO,3
2026-06-27,Comas,Incendio,34,Bomberos,4476,ALTO,1
2026-03-07,Los Olivos,Rescate,53,SAMU,2890,MEDIO,2
2026-06-18,Carabayllo,Emergencia Médica,11,Bomberos,4271,BAJO,2
2026-05-04,Comas,Emergencia Médica,51,Bomberos,1601,BAJO,2
2026-05-17,Carabayllo,Accidente de Tránsito,52,SAMU,3882,ALTO,1
2026-01-24,Puente Piedra,Rescate,9,SAMU,2179,BAJO,3
2026-07-02,Los Olivos,Accidente de Tránsito,25,SAMU,4622,ALTO,1
2026-03-06,Puente Piedra,Emergencia Médica,19,Patrullero,4548,MEDIO,2
2026-05-28,Puente Piedra,Accidente de Tránsito,19,Patrullero,4474,CRÍTICO,1
2026-04-01,Comas,Incendio,13,SAMU,3346,ALTO,1
2026-01-01,Puente Piedra,Rescate,7,Bomberos,2737,BAJO,3
2026-07-05,Carabayllo,Incendio,30,Ambulancia,4405,CRÍTICO,1
2026-03-29,Comas,Rescate,29,Ambulancia,4874,MEDIO,3
2026-02-24,Comas,Incendio,12,Ambulancia,829,ALTO,1
2026-03-26,Independencia,Accidente de Tránsito,26,Bomberos,1171,ALTO,1
2026-01-31,Carabayllo,Accidente de Tránsito,44,Ambulancia,2940,ALTO,1
2026-05-23,Carabayllo,Accidente de Tránsito,42,SAMU,1544,ALTO,1
2026-05-24,Comas,Incendio,51,Bomberos,3421,ALTO,1
2026-05-21,Independencia,Incendio,29,SAMU,4956,CRÍTICO,1
2026-01-26,Independencia,Rescate,22,SAMU,3031,ALTO,2
2026-06-19,Independencia,Incendio,23,Patrullero,3958,CRÍTICO,1
2026-07-06,Comas,Incendio,40,Ambulancia,3254,CRÍTICO,1
2026-04-19,Comas,Incendio,19,Ambulancia,4481,CRÍTICO,1
2026-01-07,Los Olivos,Rescate,49,Patrullero,4016,BAJO,3
2026-04-24,Carabayllo,Incendio,17,Patrullero,4092,ALTO,1
2026-07-03,Los Olivos,Rescate,12,SAMU,3756,ALTO,3
2026-03-30,Carabayllo,Emergencia Médica,37,Patrullero,1046,BAJO,3
2026-05-30,Comas,Rescate,51,SAMU,3796,ALTO,3
2026-03-30,Puente Piedra,Incendio,28,Patrullero,2135,ALTO,1
2026-05-04,Comas,Rescate,24,SAMU,4989,BAJO,3
2026-06-04,Comas,Rescate,10,Ambulancia,4600,BAJO,3
2026-03-18,Los Olivos,Rescate,12,SAMU,3640,MEDIO,3
2026-01-04,Puente Piedra,Accidente de Tránsito,42,Patrullero,706,CRÍTICO,1
2026-03-15,Puente Piedra,Incendio,7,SAMU,4084,ALTO,1
2026-06-08,Los Olivos,Accidente de Tránsito,49,Bomberos,4279,CRÍTICO,1
2026-06-06,Independencia,Incendio,36,Bomberos,2541,CRÍTICO,1
2026-01-09,Carabayllo,Emergencia Médica,38,Ambulancia,847,BAJO,3
2026-05-14,Comas,Rescate,53,SAMU,3777,MEDIO,2
2026-01-01,Carabayllo,Incendio,9,Patrullero,1542,CRÍTICO,1
2026-04-06,Comas,Emergencia Médica,37,Patrullero,2984,ALTO,2
2026-03-09,Carabayllo,Incendio,43,Bomberos,737,ALTO,1
2026-04-05,Independencia,Emergencia Médica,8,Bomberos,842,BAJO,2
2026-03-14,Carabayllo,Incendio,47,Bomberos,1827,ALTO,1
2026-05-11,Puente Piedra,Accidente de Tránsito,49,SAMU,4574,CRÍTICO,1
2026-04-21,Independencia,Rescate,59,Patrullero,3515,ALTO,2
2026-01-12,Puente Piedra,Accidente de Tránsito,32,Bomberos,3944,CRÍTICO,1
2026-04-16,Comas,Rescate,27,Bomberos,1987,MEDIO,3
2026-04-06,Los Olivos,Emergencia Médica,43,SAMU,4777,MEDIO,2
2026-02-06,Comas,Incendio,29,SAMU,3790,ALTO,1
2026-01-27,Independencia,Rescate,17,SAMU,2006,ALTO,2
2026-05-13,Comas,Emergencia Médica,23,Ambulancia,1731,ALTO,3
2026-01-02,Los Olivos,Incendio,54,Patrullero,972,CRÍTICO,1
2026-01-12,Independencia,Rescate,17,SAMU,2057,BAJO,2
2026-01-04,Los Olivos,Rescate,42,Ambulancia,3526,BAJO,2
2026-01-14,Puente Piedra,Rescate,39,Ambulancia,3939,ALTO,3
2026-06-29,Puente Piedra,Emergencia Médica,55,SAMU,1737,MEDIO,3
2026-06-27,Carabayllo,Emergencia Médica,45,Ambulancia,4765,MEDIO,2
2026-07-02,Carabayllo,Emergencia Médica,32,Ambulancia,594,ALTO,2
2026-03-15,Los Olivos,Rescate,47,Ambulancia,3994,MEDIO,3
2026-05-05,Los Olivos,Incendio,9,SAMU,4494,ALTO,1
2026-04-10,Carabayllo,Rescate,34,Ambulancia,3815,MEDIO,2
2026-03-09,Puente Piedra,Rescate,9,Ambulancia,2506,ALTO,2
2026-03-17,Comas,Accidente de Tránsito,18,Patrullero,720,ALTO,1
2026-01-22,Carabayllo,Emergencia Médica,28,Patrullero,3500,BAJO,3
2026-06-14,Los Olivos,Incendio,51,Bomberos,1766,CRÍTICO,1
2026-01-28,Los Olivos,Emergencia Médica,27,Bomberos,2891,MEDIO,2
2026-01-20,Carabayllo,Rescate,51,Bomberos,2294,ALTO,3
2026-05-31,Carabayllo,Incendio,37,SAMU,656,ALTO,1
2026-01-05,Puente Piedra,Emergencia Médica,8,Patrullero,3724,MEDIO,3
2026-05-07,Los Olivos,Accidente de Tránsito,39,SAMU,3354,ALTO,1
2026-05-27,Independencia,Rescate,13,Ambulancia,4239,ALTO,2
2026-04-04,Comas,Accidente de Tránsito,52,Patrullero,4776,ALTO,1
2026-03-01,Comas,Incendio,11,Patrullero,2108,CRÍTICO,1
2026-01-17,Carabayllo,Rescate,19,Ambulancia,1343,ALTO,2
2026-02-03,Independencia,Emergencia Médica,46,SAMU,997,ALTO,2
2026-06-30,Independencia,Rescate,9,Bomberos,4743,MEDIO,2
2026-01-09,Puente Piedra,Rescate,51,Bomberos,592,ALTO,3
2026-05-11,Independencia,Rescate,43,Patrullero,3570,MEDIO,3
2026-03-14,Los Olivos,Emergencia Médica,46,SAMU,1211,BAJO,2
2026-03-05,Independencia,Emergencia Médica,40,Bomberos,2530,BAJO,3
2026-06-28,Puente Piedra,Incendio,50,Bomberos,3774,CRÍTICO,1
2026-06-23,Los Olivos,Accidente de Tránsito,55,Patrullero,1908,ALTO,1
2026-02-21,Independencia,Accidente de Tránsito,26,Bomberos,2894,ALTO,1
2026-01-02,Los Olivos,Accidente de Tránsito,59,Ambulancia,3588,CRÍTICO,1
2026-02-03,Independencia,Incendio,27,Patrullero,4257,ALTO,1
2026-03-10,Puente Piedra,Incendio,20,Ambulancia,1716,ALTO,1
2026-01-17,Independencia,Incendio,40,Bomberos,2987,ALTO,1
2026-05-02,Puente Piedra,Rescate,27,SAMU,2473,MEDIO,3
2026-04-07,Comas,Rescate,48,Patrullero,3234,ALTO,2
2026-01-07,Puente Piedra,Accidente de Tránsito,5,Patrullero,3642,CRÍTICO,1
2026-05-04,Carabayllo,Accidente de Tránsito,16,Patrullero,1198,ALTO,1
2026-05-18,Comas,Accidente de Tránsito,40,Bomberos,1100,CRÍTICO,1
2026-01-01,Carabayllo,Rescate,28,Patrullero,3771,ALTO,2
2026-02-23,Independencia,Incendio,17,Ambulancia,1625,ALTO,1
2026-03-15,Independencia,Incendio,9,Ambulancia,3380,CRÍTICO,1
2026-03-25,Los Olivos,Accidente de Tránsito,26,Ambulancia,903,CRÍTICO,1
2026-02-11,Los Olivos,Rescate,36,SAMU,1044,BAJO,3
2026-04-30,Comas,Emergencia Médica,36,Patrullero,3706,ALTO,3
2026-05-11,Carabayllo,Rescate,24,SAMU,4790,MEDIO,3
2026-03-22,Puente Piedra,Rescate,20,SAMU,511,ALTO,3
2026-02-28,Los Olivos,Emergencia Médica,51,Bomberos,1972,ALTO,3
2026-02-06,Comas,Emergencia Médica,16,Patrullero,1839,MEDIO,3
2026-03-29,Los Olivos,Incendio,22,SAMU,4875,ALTO,1
2026-06-08,Los Olivos,Accidente de Tránsito,28,Patrullero,1193,ALTO,1
2026-01-04,Los Olivos,Rescate,49,SAMU,4596,ALTO,2
2026-01-14,Comas,Emergencia Médica,58,SAMU,796,ALTO,3
2026-04-17,Puente Piedra,Emergencia Médica,24,Ambulancia,483,ALTO,3
2026-06-05,Los Olivos,Accidente de Tránsito,49,Patrullero,3722,ALTO,1
2026-03-25,Puente Piedra,Emergencia Médica,33,Bomberos,1973,BAJO,2
2026-03-29,Carabayllo,Accidente de Tránsito,26,Ambulancia,502,ALTO,1
2026-02-18,Puente Piedra,Incendio,7,Bomberos,3851,CRÍTICO,1
2026-03-20,Puente Piedra,Accidente de Tránsito,48,SAMU,892,CRÍTICO,1
2026-01-01,Puente Piedra,Incendio,29,Patrullero,3645,ALTO,1
2026-03-10,Comas,Incendio,11,Patrullero,3956,ALTO,1
2026-02-18,Independencia,Incendio,55,Bomberos,3286,CRÍTICO,1
2026-02-25,Independencia,Incendio,19,SAMU,3270,CRÍTICO,1
2026-07-06,Comas,Rescate,42,Ambulancia,2590,ALTO,2
2026-06-04,Puente Piedra,Rescate,56,SAMU,1962,MEDIO,2
2026-04-27,Carabayllo,Incendio,31,Ambulancia,4471,ALTO,1
2026-06-21,Puente Piedra,Incendio,16,Bomberos,4180,CRÍTICO,1
2026-03-27,Comas,Emergencia Médica,26,Ambulancia,459,BAJO,2
2026-07-04,Carabayllo,Incendio,46,Patrullero,4801,ALTO,1
2026-01-28,Comas,Rescate,21,Ambulancia,420,BAJO,2
2026-03-28,Puente Piedra,Emergencia Médica,26,Ambulancia,4233,BAJO,3
2026-03-30,Los Olivos,Accidente de Tránsito,53,Bomberos,4554,ALTO,1
2026-01-10,Los Olivos,Rescate,49,Ambulancia,1764,ALTO,2
2026-06-19,Puente Piedra,Emergencia Médica,28,Ambulancia,2337,BAJO,2
2026-02-16,Comas,Accidente de Tránsito,16,Ambulancia,2965,ALTO,1
2026-01-09,Puente Piedra,Incendio,42,Bomberos,918,ALTO,1
2026-01-05,Los Olivos,Emergencia Médica,27,SAMU,4055,MEDIO,2
2026-05-28,Independencia,Emergencia Médica,47,SAMU,3213,MEDIO,2
2026-02-20,Independencia,Rescate,30,Ambulancia,3745,BAJO,2
2026-02-27,Comas,Rescate,28,SAMU,2286,MEDIO,3
2026-02-13,Los Olivos,Rescate,43,Ambulancia,2523,ALTO,3
2026-01-16,Los Olivos,Incendio,19,Patrullero,1999,ALTO,1
2026-04-16,Independencia,Accidente de Tránsito,39,Bomberos,3264,CRÍTICO,1
2026-06-11,Los Olivos,Accidente de Tránsito,49,SAMU,3651,ALTO,1
2026-05-27,Puente Piedra,Incendio,17,Ambulancia,1614,CRÍTICO,1
2026-02-13,Puente Piedra,Incendio,25,SAMU,1851,CRÍTICO,1
2026-06-17,Comas,Emergencia Médica,28,Bomberos,2546,BAJO,2
2026-06-29,Puente Piedra,Accidente de Tránsito,55,Patrullero,2912,CRÍTICO,1
2026-01-25,Los Olivos,Incendio,14,Patrullero,2050,CRÍTICO,1
2026-01-28,Independencia,Emergencia Médica,26,Patrullero,3044,MEDIO,3
2026-04-28,Puente Piedra,Emergencia Médica,53,Bomberos,2352,BAJO,3
2026-04-07,Independencia,Incendio,46,Patrullero,1622,CRÍTICO,1
2026-01-03,Comas,Incendio,36,Bomberos,1661,ALTO,1
2026-02-15,Los Olivos,Emergencia Médica,50,Patrullero,3771,MEDIO,3
2026-01-26,Los Olivos,Emergencia Médica,7,SAMU,1522,ALTO,3
2026-01-14,Carabayllo,Rescate,22,Ambulancia,4685,MEDIO,2
2026-04-14,Puente Piedra,Accidente de Tránsito,28,Ambulancia,3666,ALTO,1
2026-06-26,Puente Piedra,Accidente de Tránsito,46,Ambulancia,3800,CRÍTICO,1
2026-06-03,Los Olivos,Emergencia Médica,37,Patrullero,3955,MEDIO,3
2026-01-25,Los Olivos,Emergencia Médica,35,Ambulancia,659,ALTO,2
2026-02-11,Comas,Incendio,9,Bomberos,1043,ALTO,1
2026-06-03,Puente Piedra,Emergencia Médica,13,Patrullero,323,MEDIO,2
2026-04-03,Carabayllo,Rescate,12,Patrullero,775,BAJO,3
2026-05-23,Independencia,Accidente de Tránsito,24,SAMU,2241,CRÍTICO,1
2026-07-03,Comas,Accidente de Tránsito,11,Bomberos,4036,ALTO,1
2026-05-29,Los Olivos,Incendio,57,Ambulancia,3836,CRÍTICO,1
2026-04-13,Carabayllo,Incendio,6,Patrullero,1864,CRÍTICO,1
2026-02-10,Puente Piedra,Rescate,45,Bomberos,589,ALTO,3
2026-02-06,Independencia,Incendio,33,SAMU,4338,CRÍTICO,1
2026-03-18,Carabayllo,Emergencia Médica,9,SAMU,1763,BAJO,2
2026-04-11,Comas,Rescate,17,Bomberos,362,ALTO,3
2026-03-11,Los Olivos,Accidente de Tránsito,14,Ambulancia,3766,ALTO,1
2026-06-21,Comas,Incendio,29,Ambulancia,534,ALTO,1
2026-04-15,Puente Piedra,Emergencia Médica,12,Patrullero,871,BAJO,3
2026-06-10,Carabayllo,Rescate,44,SAMU,2144,ALTO,2
2026-01-13,Carabayllo,Incendio,29,Patrullero,1727,CRÍTICO,1
2026-04-29,Carabayllo,Incendio,42,Bomberos,2355,CRÍTICO,1
2026-01-13,Carabayllo,Emergencia Médica,18,Bomberos,883,MEDIO,2
2026-05-20,Carabayllo,Incendio,29,Patrullero,2044,ALTO,1
2026-03-23,Puente Piedra,Incendio,39,Patrullero,1685,CRÍTICO,1
2026-06-30,Independencia,Accidente de Tránsito,28,SAMU,3061,CRÍTICO,1
2026-05-23,Independencia,Rescate,54,SAMU,2287,ALTO,3
2026-06-24,Carabayllo,Rescate,26,Bomberos,2609,BAJO,3
2026-03-25,Comas,Accidente de Tránsito,17,Bomberos,2439,CRÍTICO,1
2026-01-25,Independencia,Emergencia Médica,18,Bomberos,2246,ALTO,2
2026-05-08,Independencia,Incendio,10,Ambulancia,1090,ALTO,1
2026-05-19,Comas,Emergencia Médica,56,Bomberos,1824,BAJO,2
2026-02-21,Puente Piedra,Emergencia Médica,9,SAMU,4789,ALTO,2
2026-01-29,Puente Piedra,Incendio,29,Patrullero,2238,CRÍTICO,1
2026-01-24,Independencia,Emergencia Médica,11,Bomberos,1993,ALTO,3
2026-02-08,Puente Piedra,Accidente de Tránsito,47,Patrullero,3243,CRÍTICO,1
2026-07-06,Comas,Rescate,52,SAMU,412,BAJO,3
2026-03-08,Los Olivos,Rescate,46,SAMU,3854,ALTO,3
2026-02-01,Puente Piedra,Accidente de Tránsito,8,Ambulancia,1815,CRÍTICO,1
2026-01-10,Comas,Accidente de Tránsito,41,SAMU,2630,CRÍTICO,1
2026-04-03,Independencia,Emergencia Médica,37,Ambulancia,2058,MEDIO,3
2026-05-18,Comas,Incendio,11,Bomberos,3325,CRÍTICO,1
2026-03-20,Los Olivos,Accidente de Tránsito,10,Bomberos,2565,CRÍTICO,1
2026-01-24,Carabayllo,Emergencia Médica,28,SAMU,831,MEDIO,2
2026-01-09,Comas,Incendio,54,Patrullero,4225,ALTO,1
2026-04-06,Los Olivos,Accidente de Tránsito,23,Bomberos,556,ALTO,1
2026-04-26,Los Olivos,Emergencia Médica,58,Bomberos,3624,MEDIO,3
2026-03-31,Comas,Rescate,24,Ambulancia,2643,BAJO,3
2026-06-17,Independencia,Accidente de Tránsito,6,Bomberos,1920,ALTO,1
2026-04-22,Los Olivos,Incendio,28,Patrullero,3956,CRÍTICO,1
2026-06-01,Los Olivos,Accidente de Tránsito,52,Patrullero,3706,CRÍTICO,1
2026-01-15,Independencia,Rescate,54,Ambulancia,1494,ALTO,2
2026-03-09,Puente Piedra,Accidente de Tránsito,35,Bomberos,3835,CRÍTICO,1
2026-04-09,Carabayllo,Accidente de Tránsito,32,Ambulancia,3626,ALTO,1
2026-02-20,Los Olivos,Rescate,29,SAMU,4397,BAJO,3
2026-02-13,Puente Piedra,Emergencia Médica,12,SAMU,2136,BAJO,3
2026-02-24,Comas,Incendio,30,SAMU,1810,ALTO,1
2026-04-18,Comas,Accidente de Tránsito,38,Bomberos,1781,ALTO,1
2026-03-28,Independencia,Emergencia Médica,28,Bomberos,925,ALTO,2
2026-03-21,Independencia,Rescate,13,Ambulancia,971,BAJO,3
2026-02-27,Los Olivos,Rescate,31,Bomberos,2119,MEDIO,3
2026-05-05,Carabayllo,Accidente de Tránsito,52,Bomberos,816,CRÍTICO,1
2026-04-04,Puente Piedra,Emergencia Médica,9,SAMU,3529,BAJO,3
2026-03-09,Los Olivos,Incendio,25,Patrullero,2408,ALTO,1
2026-03-01,Independencia,Rescate,57,SAMU,3082,ALTO,3
2026-03-15,Los Olivos,Emergencia Médica,39,Bomberos,1216,MEDIO,3
2026-04-05,Los Olivos,Rescate,40,Ambulancia,4969,BAJO,3
2026-03-05,Comas,Accidente de Tránsito,51,Patrullero,4648,ALTO,1
2026-04-18,Independencia,Incendio,23,Ambulancia,2735,ALTO,1
2026-02-02,Puente Piedra,Incendio,48,SAMU,2725,ALTO,1
2026-05-16,Comas,Accidente de Tránsito,20,Patrullero,2756,ALTO,1
2026-04-15,Los Olivos,Emergencia Médica,57,Patrullero,3931,BAJO,3
2026-03-29,Puente Piedra,Emergencia Médica,41,Bomberos,2510,ALTO,3
2026-03-05,Puente Piedra,Emergencia Médica,24,Patrullero,878,BAJO,2
2026-05-27,Carabayllo,Rescate,31,Ambulancia,3397,ALTO,2
2026-03-18,Independencia,Rescate,7,Bomberos,4440,MEDIO,2
2026-04-02,Independencia,Accidente de Tránsito,57,Ambulancia,2544,ALTO,1
2026-05-01,Independencia,Incendio,11,Bomberos,1893,ALTO,1
2026-03-17,Puente Piedra,Accidente de Tránsito,10,Ambulancia,1405,CRÍTICO,1
2026-02-26,Puente Piedra,Emergencia Médica,20,SAMU,765,BAJO,3
2026-02-28,Puente Piedra,Rescate,58,Ambulancia,957,ALTO,3
2026-07-02,Comas,Accidente de Tránsito,8,Patrullero,2208,ALTO,1
2026-04-19,Puente Piedra,Accidente de Tránsito,51,Bomberos,514,CRÍTICO,1
2026-07-04,Independencia,Incendio,46,SAMU,431,CRÍTICO,1
2026-04-04,Comas,Incendio,6,Patrullero,1564,CRÍTICO,1
2026-05-30,Comas,Emergencia Médica,18,SAMU,2995,ALTO,3
2026-03-01,Comas,Rescate,52,Ambulancia,2352,ALTO,3
2026-01-23,Carabayllo,Emergencia Médica,48,Bomberos,4903,ALTO,2
2026-03-03,Independencia,Rescate,10,SAMU,678,MEDIO,2
